exemption_id,company_name,address,approval_date,amount
1303,"Baker Hughes Oilfield Operations, inc dba Completions & Fishing","1100 Baker Hughes Drive, Broussard, LA",2013-10-22,243199.96
1304,Flowers Baking Company of Lafayette,"720 Simcoe Street, Lafayette, LA",2013-12-10,171890.08
1305,"Baker Hughes Oilfield Operations, Inc dba Completions & Fishing","139 Equity Blvd., Houma, LA",2013-10-22,22552.02
1306,"Gardner Denver Thomas, Inc.","4601 Central Avenue, Monroe, LA",2016-03-22,3528708.86
1307,Blueline Manufacturing Inc.,"112 W Amedee Drive, Scott, LA",2012-10-23,13602.17
1308,"Orion Engineered Carbons, LLC","7095 Hwy 83 South, Franklin, LA",2012-10-23,289018.16
1309,U.S. Corrugated Inc.,"2929 Louisville Ave., Monroe, LA",2012-10-23,35615.38
1310,"Steel Fab Leasing, LLC","2101 Booth Street, Monroe, LA",2014-10-28,21415.46
1311,Nalco Company,"812 Renaud, Scott, LA",2013-10-22,87037.4
1312,"Hunting Energy Services, Inc.","1717 Highway 311, Schriever, LA",2013-06-25,2822403.73
1313,Graphic Packaging International Inc.,"204 Exchange, West Monroe, LA",2013-10-22,169477.15
1314,Mondi Bags USA LLC,"3757 Second Street, Arcadia, LA",2013-10-22,59193.48
1315,Graphic Packaging International Inc.,"1000 Jonesboro Rd, West Monroe, LA",2013-10-22,672141.64
1316,Graphic Packaging International Inc.,"1000 Jonesboro Rd, West Monroe, LA",2013-10-22,459162.59
1317,Graphic Packaging International Inc.,"1000 Jonesboro Rd, West Monroe, LA",2013-10-22,517357.09
1318,Graphic Packaging International Inc.,"1000 Jonesboro Rd, West Monroe, LA",2013-10-22,508241.56
1319,Graphic Packaging International Inc.,"1000 Jonesboro Rd, West Monroe, LA",2013-10-22,470977.86
1320,Graphic Packaging International Inc.,"1000 Jonesboro Rd, West Monroe, LA",2013-10-22,393822.04
1321,Graphic Packaging International Inc.,"1000 Jonesboro Rd, West Monroe, LA",2013-10-22,197254.79
1322,Graphic Packaging International Inc.,"1000 Jonesboro Rd, West Monroe, LA",2013-10-22,364591.78
1323,Weyerhaeuser NR Company,"707 Highway 167, Dodson, LA",2013-10-22,159118.28
1324,Weyerhaeuser NR Company,"17391 Florida Blvd, Holden, LA",2013-10-22,17536.87
1325,Weyerhaeuser NR Company,"234 Industrial Avenue, Natchitoches, LA",2013-10-22,318903.3
1326,Weyerhaeuser NR Company,"130 Girl Scout Road, Simsboro, LA",2013-10-22,423732.32
1327,Weyerhaeuser NR Company,"2792 Obrie, Zwolle, LA",2013-10-22,109003
1328,Webster Machine Works LLC,"1408 Commerce St., Minden, LA",2014-08-26,276669.59
1329,"Catalyst Recovery of Louisiana, LLC","100 American Blvd, Lafayette, LA",2013-10-22,243613.52
1330,"NuStar Logistics, LP","7167 Koch Road, Vacherie, LA",2015-10-27,6852219.21
1331,"Garrity Printing, LLC","109 Research Dr., New Orleans, LA",2014-10-28,151860.62
1332,Martco L.L.C,"1695 Highway 490, Chopin, LA",2015-08-25,1462831.22
1333,Unimin Corporation,"111 SWID Dr., Sibley, LA",2015-10-27,4515885.62
1334,Flopam Inc,"26790 La. Highway 405, Plaquemine, LA",2012-09-24,31507416.58
1335,Flopam Inc,"26790 La. Highway 405, Plaquemine, LA",2016-10-28,31507416.58
1336,Flopam Inc,"26790 La. Highway 405, Plaquemine, LA",2013-08-27,1453966.49
1337,Flopam Inc,"26790 La. Highway 405, Plaquemine, LA",2014-06-17,7532459.38
1338,Dolese Bros. Co. Inc.,"1335 Choctaw Dr., Baton Rouge, LA",2013-10-22,42459.62
1339,Dolese Bros. Co. Inc.,"8806 S Choctaw Dr., Baton Rouge, LA",2013-10-22,10475.72
1340,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2015-12-08,1065334.55
1341,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2012-09-24,1683060.48
1342,"Mosaic Fertilizer, LLC","7520 Highway 44, Uncle Sam, LA",2014-10-28,309409.77
1343,"IO Marine Systems, Inc.","200 Plantation Road, Harahan, LA",2013-10-22,40256.83
1344,"IO Marine Systems, Inc.","101 Brookhollow, Harahan, LA",2013-10-22,8863.44
1345,Albemarle Corporation,"Gulf States Road, Baton Rouge, LA",2013-10-22,327706.92
1346,Cabot Corporation,"272 Cabot Corp. Plant Lane, Centerville, LA",2013-10-22,951023.59
1347,"Galata Chemicals, LLC","471 Highway 3142, Hahnville, LA",2013-10-22,149306.71
1348,Merck Animal Health,"10641 N Dual St, Baton Rouge, LA",2012-02-28,994144.23
1349,"CF Industries, Inc.","39018 Hwy. 3089, Donaldsonville, LA",2013-12-10,784157.96
1350,Folger Coffee Company,"14601 Old Gentilly Road, New Orleans, LA",2015-08-25,535254.98
1351,Folger Coffee Company,"5500 Chef Menteur Highway, New Orleans, LA",2015-08-25,81192.66
1352,"Military Truck Parts, Inc.","37910 Hwy. 191, Many, LA",2014-08-26,17976.74
1353,"ConAgra Foods Lamb Weston, Inc.","77 Highway 609, Delhi, LA",2015-10-27,16350848.32
1354,"ConAgra Foods Lamb Weston, Inc.","77 Highway 609, Delhi, LA",2012-02-28,1701833.98
1355,"ConAgra Foods Lamb Weston, Inc.","77 Highway 609, Delhi, LA",2017-04-26,1701833.98
1356,"ConAgra Foods Lamb Weston, Inc.","77 Highway 609, Delhi, LA",2013-02-26,297323.72
1357,Motiva Enterprises LLC,"Hwy 44 & Hwy 70, Convent, LA",2015-10-27,11991091.74
1358,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2012-06-26,2802562.9
1359,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-08-26,6828559.33
1360,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2016-06-24,5916918.54
1361,"Allison Marine Holdings, LLC","9834 Hwy 182 East, Amelia, LA",2014-10-28,95158.75
1362,"Allison Marine Holdings, LLC","9834 Hwy 182 East, Amelia, LA",2014-10-28,450005.54
1363,Diamond Green Diesel  LLC,"14902 River Road, Norco, LA",2014-02-25,60540940.66
1364,Shell Chemical Company LP,"LA Hwy 44 & 70 (River Road), Geismar, LA",2013-10-22,757933.18
1365,"Solvay USA, Inc.","1275 Airline Highway, Baton Rouge, LA",2013-10-22,129633.71
1366,"Placid Refining Company, LLC","1940 LA Highway 1 North, Port Allen, LA",2013-10-22,60392.94
1367,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2015-10-27,598410.78
1368,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2016-10-28,1332178.74
1369,"Louisiana Sugar Refining, LLC","1230 S. 5th Avenue, Gramercy, LA",2016-10-28,16606586.22
1370,"Louisiana Sugar Refining, LLC","1230 S. 5th Avenue, Gramercy, LA",2013-06-25,387819.55
1371,Shell Chemical Company - Ascension,"7594 Hwy 75, Geismar, LA",2014-10-28,2053483.66
1372,United States Gypsum Co.,"5701 Lewis Road, New Orleans, LA",2014-10-28,400232.98
1373,Textron Marine & Land Systems,"19401 Chef Menteur Hwy., New Orleans, LA",2014-10-28,248777.74
1374,"Southern Foods Group, LP dba Brown's Velvet Dairy","1300 Baronne Street, New Orleans, LA",2014-06-17,77718.45
1375,"Air Products and Chemicals, Inc.","16991 River Road, Taft, LA",2014-10-28,800954.55
1376,"Air Products and Chemicals, Inc.","16991 River Road, Taft, LA",2014-10-28,852812.4
1377,"Air Products and Chemicals, Inc.","16991 River Road, Taft, LA",2014-10-28,841968.6
1378,BST Manufacturing,"942 Hawaii Avenue, Minden, LA",2015-02-24,139032.59
1379,Hyponex Corporation,"35570 HWY 30, Geismar, LA",2016-03-22,826167.83
1380,Foster Poultry Farms,"6648 Hwy 15, Farmerville, LA",2015-10-27,266896.33
1381,MacKenzie Co LLC,"78015 Chemical Road, Bush, LA",2014-08-26,21801.58
1382,"Syngenta Crop Protection, LLC","3905 Highway 75, St. Gabriel, LA",2014-10-28,396366.62
1383,"Syngenta Crop Protection, LLC","3905 Highway 75, St. Gabriel, LA",2015-10-27,19044.22
1384,"Syngenta Crop Protection, LLC","3905 Highway 75, St. Gabriel, LA",2014-10-28,870228.83
1385,"Syngenta Crop Protection, LLC","3905 Highway 75, St. Gabriel, LA",2015-10-27,870228.83
1386,Hayes Manufacturing Co Inc,"106 PELICAN DRIVE, PINEVILLE, LA",2014-08-26,61443.71
1387,"Stuller, Inc.","302 Rue Louis XIV, Lafayette, LA",2015-10-27,730933.35
1388,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2015-10-27,13161975.98
1389,Exxon Mobil Corp dba Exxon Mobil Corp (Chemical),"4999 Scenic Highway, Baton Rouge, LA",2015-10-27,5927684.77
1390,Exxon Mobil Corporation (Plastics),"11675 Scotland Avenue, Baton Rouge, LA",2015-10-27,1602279.59
1391,Exxon Mobil Corporation (Polyolefins),"12875 Scenic Highway, Baton Rouge, LA",2015-10-27,16944708.2
1392,ExxonMobil Corp dba Exxon Refinery,"4045 Scenic Highway, Baton Rouge, LA",2015-10-27,118861925.84
1393,"Peppers Unlimited of Louisiana, Inc.","602 W. Bridge Street, St. Martinville, LA",2015-08-25,50396.98
1394,"Gulf Island, LLC","583 Thompson Road, Houma, LA",2015-08-25,67870.72
1395,"Brookfield District Energy USA, LLC","1661 Gravier Street, New Orleans, LA",2015-10-27,91367.5
1396,"Entergy Arkansas, Inc.","350 Harvey Gregg Road, Sterlington, LA",2015-08-25,871003.65
1397,Entergy New Orleans Inc.-Michoud,"3601 Paris Road, New Orleans, LA",2015-08-25,2035433.74
1398,"Entergy Texas, Inc. - Big Cajun","Hwy 981, New Roads, LA",2015-10-27,43596.62
1399,"Entergy Louisiana, LLC - Big Cajun","Hwy 981, New Roads, LA",2015-08-25,58983.61
1400,"Entergy Louisiana, LLC - Calcasieu","1519 Davison Road, Sulphur, LA",2015-08-25,706391.85
1401,"Entergy Louisiana, LLC - Nelson","3500 Houston River Road, Westlake, LA",2015-08-25,1425591.79
1402,"Entergy Louisiana, LLC - Ouachita Plant","350 Harvey Gregg Road, Sterlington, LA",2015-08-25,592327.07
1403,"Entergy Louisiana, LLC - Riverbend","5485 Highway 61, St. Francisville, LA",2015-08-25,2296590.35
1404,"Entergy Louisiana, LLC - Willow Glen","2605 Hwy 75, St. Gabriel, LA",2015-08-25,40297.74
1405,"Entergy Texas, Inc. - Nelson","3500 Houston River Road, Westlake, LA",2015-10-27,736152.28
1406,"Entergy Louisiana, LLC - Little Gypsy","17420 River Road, LaPlace, LA",2015-08-25,781396.59
1407,"Entergy Louisiana, LLC - Ninemile Point","1617 River Road, Westwego, LA",2015-08-25,2905193.04
1408,"Entergy Louisiana, LLC - Perryville","11140 Hwy 165 North, Sterlington, LA",2015-08-25,66722.87
1409,"Entergy Louisiana, LLC - Sterlington","101 Boardman St., Sterlington, LA",2015-08-25,33950.9
1410,"Entergy Louisiana, LLC - Waterford 1, 2 & 4","17705 River Road, Killona, LA",2015-08-25,67431.19
1411,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2015-08-25,775480.98
1412,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2013-02-26,1269536.16
1413,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2017-02-21,936002.55
1414,"PBF Holding Company, LLC","500 W. St. Bernard Hwy, Chalmette, LA",2015-10-27,7921010.33
1415,"EAM Nelson Holding, LLC","3500 Houston River Rd, Westlake, LA",2015-10-27,269716.4
1416,Thor Fabricating LLC,"17507 Hwy 25, Franklinton, LA",2014-10-28,21429.23
1417,Acme Machine & Welding LLC,"73526 Bollfield Dr., Covington, LA",2014-10-28,53059.57
1418,"Shell Chemical Company, LP","16122 River Road, Norco, LA",2015-10-27,2922233.5
1419,"Intralox, LLC","201 Laitram Lane, Harahan, LA",2016-12-20,384662.85
1420,Acme Machine & Welding LLC,"73526 Bollfield Dr., Covington, LA",2014-10-28,33280.79
1421,"Louisiana State Printing, LLC","465 Aymond Street, Eunice, LA",2014-08-26,35899.33
1422,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2015-10-27,1239493.31
1423,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2015-12-08,1349235.06
1424,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2013-04-23,1054159.17
1425,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2015-12-08,375025.15
1426,Marathon Petroleum Company LP,"155 Sugarcane Road, Garyville, LA",2015-12-08,817677.02
1427,"Daybrook Fisheries, Inc.","136 Daybrook Road, Empire, LA",2014-10-28,325302.6
1428,Halliburton Energy Services  Inc,"4720 Industrial Drive, Bossier City, LA",2017-06-28,1438739.08
1429,Halliburton Energy Services  Inc,"4720 Industrial Drive, Bossier City, LA",2012-04-24,99367.78
1430,Halliburton Energy Services  Inc,"4720 Industrial Drive, Bossier City, LA",2017-06-28,99367.78
1431,"Voith Paper Fabric & Roll Systems, Inc.","5311 I-20 Service Road, West Monroe, LA",2014-10-28,41933.92
1432,"Southern Recycling, LLC","9282 Hwy 182 East, Amelia, LA",2015-12-08,1545157.34
1433,"Southern Recycling, LLC","9282 Hwy 182 East, Amelia, LA",2012-09-24,1545157.34
1434,"Southern Recycling, LLC","9282 Hwy 182 East, Amelia, LA",2017-04-26,1545157.34
1435,"Mid South Extrusion, Inc.","2015 Jackson Street, Monroe, LA",2014-10-28,59597.04
1436,Procter & Gamble Manufacturing,"3701 Monroe Highway, Pineville, LA",2017-06-28,8460595.67
1437,"Halliburton Energy Services, LLC","3811 3rd Street, Bldg. #12, New Iberia, LA",2014-08-26,31792.31
1438,"Life Water, LLC dba Mountain Brook Water","100 Avenue C, Kentwood, LA",2014-10-28,3281.11
1439,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2015-10-27,503625.37
1440,Arnold Forest Products Corporation,"10818 Providence Rd, Shreveport, LA",2014-08-26,49952.87
1441,"Southern Recycling, LLC","4801 Florida Ave, New Orleans, LA",2012-12-11,8593910.12
1442,"Southern Recycling, LLC","4801 Florida Ave, New Orleans, LA",2017-04-26,8593910.12
1443,"Halliburton Energy Services, Inc.","182 North Doucet Road, Port Fourchon, LA",2014-10-28,137666.92
1444,Morton Salt,"Hwy 83 South, Weeks Island, LA",2014-08-26,219924.26
1445,BASF Corporation,"111 West Irene Rd, Zachary, LA",2014-10-28,68700.22
1446,Pellerin Milnor Corporation,"700 Jackson Street, Kenner, LA",2014-10-28,190874.51
1447,GE Energy Oilfield Technology,"208 Ida Road, Broussard, LA",2015-02-24,13942.09
1448,Equilon Enterprises LLC dba Shell Oil Products US,"11842 River Road, St. Rose, LA",2014-10-28,267547.57
1449,Alliance Laser Inc,"220 Strawberry St, Slidell, LA",2014-08-26,24147.61
1450,W. R. Grace & Co.- Conn.  dba Grace Davison,"1800 Davison Road, Sulphur, LA",2014-10-28,461052.65
1451,Deltech Corporation,"11911 Scenic Hwy, Baton Rouge, LA",2014-10-28,19172.28
1452,"FWM Mechanical, Inc.","1200 Davenport Dr., Minden, LA",2014-08-26,26959.72
1453,Ingevity South Carolina LLC,"400 Crosby Road, DeRidder, LA",2014-08-26,289114.4
1454,Ingevity South Carolina LLC,"400 Crosby Road, DeRidder, LA",2014-08-26,559236.3
1455,"Denka Performance Elastomer, LLC","586 Highway 44, LaPlace, LA",2014-10-28,232349.68
1456,"Bercen, Inc. a division of Cranston Printworks Co.","30140 Eden Church Road, Denham Springs, LA",2014-10-28,449918.11
1457,"Ideal Steel, LLC","1289 Smede Highway, Broussard, LA",2014-08-26,4157.91
1458,"Halco Production Machining, Inc.","1922 Barton Dr., Shreveport, LA",2014-10-28,14169.2
1459,"Axiall, LLC","26100 Highway 405, Plaquemine, LA",2014-10-28,735214.53
1460,"Axiall, LLC","26100 Highway 405, Plaquemine, LA",2014-10-28,441196.59
1461,"Axiall, LLC","26100 Highway 405, Plaquemine, LA",2014-10-28,460508.92
1462,"Axiall, LLC","26100 Highway 405, Plaquemine, LA",2014-10-28,154670.54
1463,"Axiall, LLC","26100 Highway 405, Plaquemine, LA",2014-10-28,142318.47
1464,Essi Corporation,"200 Cummings Road, Broussard, LA",2014-10-28,5215.14
1465,Southland Printing Company Inc,"213 Airport Drive, Shreveport, LA",2014-08-26,25676.61
1466,"Great Southern Wood - Louisiana, Inc.","334 Elder Wood Road, Mansura, LA",2014-10-28,6280.04
1467,"C & C Marine and Repair, LLC","701 Engineers Road, Belle Chasse, LA",2014-10-28,32450.65
1468,Exxon Mobil Corporation (BRSCC),"500 Thomas Rd., Baton Rouge, LA",2014-10-28,35325.98
1469,Exxon Mobil Corporation (Lubes),"2239 Hwy 1 North, Port Allen, LA",2014-10-28,659299.53
1470,Exxon Mobil Corporation (Lubes),"2239 Hwy 1 North, Port Allen, LA",2014-10-28,628985.11
1471,Libbey Glass Inc.,"4302 Jewella Road, Shreveport, LA",2014-10-28,755363.85
1472,"Axiall, LLC","26100 Highway 405, Plaquemine, LA",2012-04-24,3602518.21
1473,"Axiall, LLC","26100 Highway 405, Plaquemine, LA",2017-04-26,3602518.21
1474,"Boise Packaging & Newsprint, LLC","4200 Hwy 190 West, DeRidder, LA",2014-10-28,222409.75
1475,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,308612.68
1476,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,86115.46
1477,"Americas Styrenics, LLC","9901 Highway 18, St. James, LA",2014-10-28,239541.15
1478,Dow Hydrocarbon and Resources LLC,"Highway 966, Napoleonville, LA",2014-08-26,365702.66
1479,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,109917.67
1480,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,475518.96
1481,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,148709.84
1482,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,228203.35
1483,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,436205.72
1484,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,525583.34
1485,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,163846.01
1486,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,46838.61
1487,"Cactus Wellhead, LLC dba True Turn Machine, LLC","4117 Meadow Lane, Bossier City, LA",2014-10-28,18542.48
1488,Cornerstone Chemical Company,"10800 River Road #B, Westwego, LA",2014-10-28,709138.3
1489,Cornerstone Chemical Company,"10800 River Road #B, Westwego, LA",2014-10-28,697748.55
1490,Cornerstone Chemical Company,"10800 River Road #B, Westwego, LA",2014-10-28,700315.81
1491,Cornerstone Chemical Company,"10800 River Road #B, Westwego, LA",2014-10-28,530650.23
1492,ASAP Industries LLC,"908 Blimp Road, Houma, LA",2014-10-28,127363.15
1493,Angus Chemical Company,"LA Hwy. 12, Sterlington, LA",2014-08-26,668890.34
1494,DEXCO Polymers,"21255 LA Highway 1, Plaquemine, LA",2014-10-28,266774.75
1495,Amerchol Corporation,"13875 Hwy 43, Greensburg, LA",2014-08-26,85419.29
1496,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-08-26,177821.1
1497,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-08-26,393716.32
1498,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-08-26,486556.93
1499,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-08-26,609625.64
1500,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-08-26,625882.23
1501,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-08-26,308095.17
1502,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014-08-26,737437.94
1503,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,335201.87
1504,Blue Cube Operations LLC,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,117789.52
1505,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,242186.37
1506,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2014-08-26,155645.88
1507,"GEO Specialty Chemicals, Inc.","1502 North Washington, Bastrop, LA",2014-10-28,40788.32
1508,GEO Specialty Chemicals,"3393 Bayou D'Inde Road, Westlake, LA",2014-10-28,8947.85
1509,Blueline Manufacturing Inc.,"112 W Amedee Dr, Scott, LA",2014-08-26,10906.1
1510,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2012-04-24,419766.26
1511,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2017-04-26,419766.26
1512,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2015-10-27,563820.9
1513,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2015-10-27,223915.6
1514,Phillips 66 Company,"15551 S Hwy 23, Belle Chasse, LA",2015-10-27,964146.66
1515,"Rain CII Carbon, LLC","1140 Jefferson Highway, Gramercy, LA",2014-10-28,23090.43
1516,Ardagh Glass Inc.,"4241 Highway 563, Simsboro, LA",2014-10-28,398549.81
1517,"LTS Energy, Inc","1116 Engineers Road, Belle Chase, LA",2014-10-28,1163
1518,"Rain CII Carbon, LLC","700 Coke Plant Road, Chalmette, LA",2014-10-28,235837.51
1519,"Rain CII Carbon, LLC","801 Prospect Avenue, Norco, LA",2014-10-28,10950.89
1520,"Purina Mills, LLC","223 W. 63rd Street, Shreveport, LA",2014-10-28,119199.52
1521,"Voith Paper Fabric & Roll Systems, Inc.","7133 West Park Road, Shreveport, LA",2014-10-28,206838.09
1522,GE Energy Oilfield Technology,"208 Ida Road, Broussard, LA",2015-02-24,4967.09
1523,"Boise Packaging & Newsprint, LLC","4200 Hwy 190 West, DeRidder, LA",2014-10-28,620854.14
1524,"Plastipak Packaging, Inc.","4101 Pardue Road, Pineville, LA",2014-10-28,20305.9
1525,"Benoit Premium Threading, LLC","3400 Industrial Park Drive, Houma, LA",2014-10-28,64174.77
1526,"Hauser Printing Co, Inc","1513 Sams St, Harahan, LA",2014-10-28,197852.31
1527,"Sterling Sugars, LLC","611 Irish Bend Road, Franklin, LA",2014-08-26,301828.57
1528,Formosa Plastics Corporation,"Gulf States Road, Baton Rouge, LA",2012-10-23,3492592.51
1529,Formosa Plastics Corporation,"Gulf States Road, Baton Rouge, LA",2017-02-21,3492592.51
1530,"Sabine Pass LNG, LP","9243 Beach Highway, Cameron, LA",2012-06-26,1811266.08
1531,"Sabine Pass LNG, LP","9243 Beach Highway, Cameron, LA",2017-02-21,1811266.08
1532,"Sabine Pass LNG, LP","9243 Beach Highway, Cameron, LA",2016-06-24,1811266.08
1533,Nalco Company,"3628 Hwy 44, Garyville, LA",2014-10-28,246596.4
1534,Excel Paralubes,"2800 Old Spanish Trail, Westlake, LA",2014-12-09,131570.21
1535,Shintech Louisiana LLC,"26270 Highway 405, Plaquemine, LA",2015-10-27,3382332.91
1536,Shintech Louisiana LLC,"26270 Highway 405, Plaquemine, LA",2012-04-24,168563569.31
1537,Shintech Louisiana LLC,"26270 Highway 405, Plaquemine, LA",2017-06-28,168563569.31
1538,Temple Inland Inc.,"501 Avenue U, Bogalusa, LA",2014-08-26,47929.38
1539,Temple Inland Inc.,"501 Avenue U, Bogalusa, LA",2014-08-26,538801.99
1540,Temple Inland Inc.,"501 Avenue U, Bogalusa, LA",2014-08-26,835023.05
1541,"Cortec, LLC","208 Equity Blvd., Houma, LA",2014-08-26,65593.46
1542,"Georgia Gulf Lake Charles, LLC","1600 VCM Plant Road, Westlake, LA",2012-04-24,224084.07
1543,"Georgia Gulf Lake Charles, LLC","1600 VCM Plant Road, Westlake, LA",2017-04-26,224084.07
1544,"Georgia Gulf Lake Charles, LLC","1600 VCM Plant Road, Westlake, LA",2014-10-28,70638.88
1545,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2014-12-09,784187.27
1546,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2014-12-09,619776.1
1547,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2014-12-09,836049.55
1548,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2014-12-09,111943.78
1549,Phillips 66 Company,"2200 Old Spanish Trail Road, Westlake, LA",2014-12-09,769605.25
1550,Hydra Tech Systems Inc.,"528 Thomas Road, West Monroe, LA",2013-02-26,217511.64
1551,Hydra Tech Systems Inc.,"528 Thomas Road, West Monroe, LA",2017-06-28,217511.64
1552,"McElroy Metal Mill, Inc.","1500 Hamilton Road, Bossier City, LA",2014-08-26,49379
1553,Cos-Mar Company,"6325 Highway 75 River Road, Carville, LA",2014-10-28,590423.56
1554,Cos-Mar Company,"6325 Highway 75 River Road, Carville, LA",2014-10-28,230487.07
1555,"Farmers Rice Milling Company, Inc.","3211 Hwy 397 South, Lake Charles, LA",2014-08-26,293513.44
1556,Agrilectric Power Partners,"3063 Hwy 397 South, Lake Charles, LA",2014-08-26,21009.09
1557,"Haynie Industries, LLC","132 Haynie Road, Heflin, LA",2014-10-28,28600.59
1558,Southern Ionics Inc,"1145 Neosho Ave, Baton Rouge, LA",2014-10-28,53912.74
1559,"Southern Ionics, Inc.","Davidson Road, Carlisle, LA",2014-10-28,35322.12
1560,"Arkema, Inc.","Highway 18, River Rd, Taft, LA",2014-10-28,126501.21
1561,"Gordon Sales, Inc.","5023 Hazel Jones Road, Bossier City, LA",2014-08-26,67684.75
1562,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2014-10-28,750353.85
1563,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2014-10-28,411807.89
1564,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2014-10-28,712793.16
1565,Sasol Chemicals (USA) LLC,"2201 Old Spanish Trail, Westlake, LA",2014-10-28,335097.34
1566,Elmer Candy Corporation,"401 N. Fifth St., Ponchatoula, LA",2014-10-28,67283.18
1567,Ampacet Corporation,"125 Ampacet Drive, DeRidder, LA",2014-10-28,56221.53
1568,GE Capital Commercial,"377 Highway 522, Mansfield, LA",2014-10-28,51854.7
1569,"Franke Consumer Products, Inc.","600 Franke Drive, Ruston, LA",2014-12-09,213339.25
1570,Mexichem Fluor Inc.,"4990 ICI Road #B, St. Gabriel, LA",2014-10-28,205626
1571,"Graham Packaging LC, LP","311 Pride Drive, Hammond, LA",2014-10-28,510025.65
1572,Stupp Corporation,"12555 Ronaldson Road, Baton Rouge, LA",2014-10-28,134215.31
1573,"Graham Packaging LC, LP","311 Pride Drive, Hammond, LA",2014-10-28,64846.01
1574,"Newpark Mats and Integrated Services, LLC","2900 La. Hwy. 93, Carencro, LA",2014-10-28,40088.35
1575,"International Mezzo Technologies, Inc.","10246 Mammoth Avenue, Baton Rouge, LA",2014-10-28,17205.48
1576,Sapa Extrusions LLC,"142 Tifton Drive, Delhi, LA",2014-10-28,178310.9
1577,Conrad Shipyard LLC,"290 Duhon Bypass Road, Amelia, LA",2014-10-28,93636.95
1578,"Conrad Aluminum, LLC","9752 Highway 182 East, Amelia, LA",2014-10-28,53109.1
1579,"Conrad Shipyard, LLC","1501 Front Street, Morgan City, LA",2014-10-28,41657.2
1580,Catalyst Old River Hydroelectric LP,"La Hwy 15 & Mississippi Riv, Vidalia, LA",2014-10-28,106653.62
1581,"Capitol Manufacturing Co., LLC","1125 Capitol Rd., Crowley, LA",2014-08-26,341755.99
1582,"OJ Leasing, LP","1125 Capitol Rd, Crowley, LA",2014-08-26,46453.5
1583,"Military Truck Parts, Inc.","37910 Hwy. 191, Many, LA",2014-08-26,13385.32
