idx,PN,article_id,Date,CommentDeadline,Applicant,Type,Parish,Analyst,Phone,Email,NoticeURL,PlatsURL,CommentsURL,LIVEMAPURL,Notice,Plats,Comments,LIVEMAP,LDEQAI,LatDMS,LongDMS,Latitude,Longitude,WetlandAcres,ImpactGIS,WetlandNotes,ImpactType,OilGas,Description,Source,TenacreQ,fPlatsURL,fLIVEMAPURL,fCommentsURL,Year,,,,,,,,,,,,,,,,
2955,MVN-2001-01267-WKK,,6/22/2017,7/26/2017,USACE MVN GP-159 dredging,404,,Martin Mayer,(504)862-2255,Martin.S.Mayer@usace.army.mil,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2001_01267_PNall.pdf?ver=2017-06-20-122148-293,,,,Special Public Notice,,,,,,,,,,,,Drainage,No,"ANNOUNCEMENT OF MODIFICATION AND TIME EXTENSION TO GENERAL PERMIT (GP)-159 FOR DREDGING/EXCAVATING IN EXISTING WATER BODIES, INCLUDING DEBRIS REMOVAL FROM WITHIN CHANNELS (e.g., storm debris, downed trees and log rafts) FOR THE PURPOSE OF MAINTAINING DRAINAGE WITHIN THE BOUNDARIES OF THE NEW ORLEANS DISTRICT (CEMVN).",,,,,,2017,,,,,,,,,,,,,,,,
2954,MVN-1997-04840-MG,,6/22/2017,7/19/2017,USACE MVN  GP-20,404,,Brandon Gaspard,(504)862-1280,Brandon.D.Gaspard@usace.army.mil,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/1997_04840_PNALL.pdf?ver=2017-06-19-120511-867,,,,Public Notice,,,,,,,,,,,,,No,PROPOSED TIME EXTENSION AND MODIFICATIONS TO THE GENERAL PERMIT GP-20 FOR HAZARDOUS CONDITION RESPONSE ACTIVITIES WITHIN THE NEW ORLEANS DISTRICT,,,,,,2017,,,,,,,,,,,,,,,,
2953,P20170404,,6/27/2017,7/17/2017,St. John the Baptist Parish,CUP,St John the Baptist,Hester,(225)342-9410,Brad.Hester@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170404&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170404,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170404,,,Comments,Livemap,,,,30.095833,-90.471111,0.06,2,pump station indirect impact,Drainage,No,This project is to build a pump station to reduce flooding to a large drainage sub-basin,,,,,,2017,,,,,,,,,,,,,,,,
2952,P20150419,,6/27/2017,7/17/2017,"Tennessee Gas Pipeline, LLC",EXT,Terrebonne,O'Neal,(225)342-7942,Matthew.O'Neal@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20150419&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150419,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150419,,,Comments,Livemap,,,,29.2380519,-90.4520248,0.91,5,,Pipelines,Yes,"Tennessee Gas Pipeline will be removing their 12"" TGP Line No. 523C-100",,,,,,2017,,,,,,,,,,,,,,,,
2951,P20150240,,6/23/2017,7/13/2017,Gilday A. Gaudet,EXT,Assumption,Wolfe,(225)342-0566,Amelia.Wolfe@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20150240&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20150240,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20150240,,,Comments,Livemap,,,,29.714514,-91.079925,0.06,2,,Residential Developments ,No,Bulkinghead of boat slip ,,,,,,2017,,,,,,,,,,,,,,,,
2950,P20170529,,6/23/2017,7/13/2017,Rodney Perera,CUP,Assumption,Britton,(225)342-7941,Ed.Britton@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170529&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170529,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170529,,,Comments,Livemap,,,,29.909997,-91.216658,0.25,2,,Residential Developments ,No,"Bulkhead and fill for erosion control and recreational use, along with private boat launch",,,,,,2017,,,,,,,,,,,,,,,,
2949,P20170532,,6/23/2017,7/13/2017,"HELIS OIL & GAS COMPANY, L.L.C.",CUP,Plaquemines,Hogan,(225)219-9530,Mark.Hogan@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170532&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170532,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170532,,,Comments,Livemap,,,,29.562694,-89.474372,0.90,2,,Oil and Gas Facilities ,Yes,Jetting operations along the existing 4-inch test flowline,,,,,,2017,,,,,,,,,,,,,,,,
2948,P20170473,,6/23/2017,7/13/2017,PANTHER OPERATING COMPANY,CUP,Plaquemines,Hogan,(225)219-9530,Mark.Hogan@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170473&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170473,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170473,,,Comments,Livemap,,,,29.209167,-89.044858,0.02,5,,Oil and Gas Facilities ,Yes,install concrete mats on exisitng pipeline,,,,,,2017,,,,,,,,,,,,,,,,
2947,P20170411,,6/22/2017,7/12/2017,"Texas Brine Company, LLC",CUP,Lafourche,Pecot,(225)342-0884,Jay.Pecot@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170411&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170411,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170411,,,Comments,Livemap,,,,29.740278,-90.945833,0.12,5,,Oil and Gas Facilities ,Yes,"Leak repairs on a 14"" brine pipeline",,,,,,2017,,,,,,,,,,,,,,,,
2946,P20170539,,6/22/2017,7/12/2017,Ronald S. Ard,CUP,Vermilion,Hester,(225)342-9410,Brad.Hester@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170539&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170539,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170539,,,Comments,Livemap,,,,29.654286,-92.4037,0.00,2,,Residential Developments ,Yes,Two 5' wide boat trenasses through two ridges with fill material on ridges ,,,,,,2017,,,,,,,,,,,,,,,,
2945,P20170329,,6/21/2017,7/11/2017,"Columbia Gulf Transmission, LLC",CUP,St Mary,Pecot,(225)342-0884,Jay.Pecot@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170329&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170329,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170329,,,Comments,Livemap,,,,29.692222,-91.375833,0.01,5,,Oil and Gas Facilities ,Yes,Cosmetic upgrades to above ground piping and levee construction ,,,,,,2017,,,,,,,,,,,,,,,,
2944,P20170476,,6/21/2017,7/11/2017,APACHE LOUISIANA MINERALS LLC,CUP,Cameron,Hester,(225)342-9410,Brad.Hester@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170476&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170476,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170476,,,Comments,Livemap,,,,29.805156,-93.433386,9.40,2,,Levees,No,Perform maintenance tasks to existing water control structures and levees,,,,,,2017,,,,,,,,,,,,,,,,
2943,P20160633,,6/20/2017,7/10/2017,Ed Reed Foundation,CUP,St Charles,James,(225)342-7358,Ontario.James@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20160633&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20160633,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20160633,,,Comments,Livemap,,,,29.952228,-90.326581,2.22,2,,Recreational Developments ,No,Construction of a community playground,,,,,,2017,,,,,,,,,,,,,,,,
2942,P20170448,,6/20/2017,7/10/2017,Low Land Construction Co. Inc.,CUP,Lafourche,Amedee,(225)342-3781,Vickie.amedee@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170448&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170448,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170448,,,Comments,Livemap,,,,29.499244,-90.525808,5.43,2,,Levees,No,Excavation for levee construction ,,,,,,2017,,,,,,,,,,,,,,,,
2941,P20170521,,6/20/2017,7/10/2017,"Stream Wetland Services, LLC",CUP,Calcasieu,Zumo,(225)342-7272,Stephanie.Zumo@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170521&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170521,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170521,,,Comments,Livemap,,,,30.081972,-93.257194,54.00,1,,Mitigation ,No,To create the Hippolyte Coulee Mitigation Bank,,,,,,2017,,,,,,,,,,,,,,,,
2940,P20170479,,6/17/2017,7/7/2017,Grand Isle Independent Levee District (GIILD),CUP,Jefferson,Zumo,(225)342-7272,Stephanie.Zumo@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170479&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170479,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170479,,,Comments,Livemap,,,,29.218333,-90.019639,23.00,3,,Levees,No ,Construction of segmented breakwaters in Caminada Bay along the north bank of Grand Isle,,,,,,2017,,,,,,,,,,,,,,,,
2939,P20170519,,6/17/2017,7/7/2017,"Alta Mesa Services, LP",CUP,Terrebonne,Wolfe,(225)342-0566,Amelia.Wolfe@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170519&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170519,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170519,,,Comments,Livemap,,,,29.619611,-90.978106,0.06,2,,Transportation Projects,Yes,Alta Mesa Services is proposing to install rip rap along the Shell Canal for bank stabilization.,,,,,,2017,,,,,,,,,,,,,,,,
2938,P20170522,,6/17/2017,7/7/2017,CHESTER J. RICHARD,CUP,Vermilion,Amedee,(225)342-3781,Vickie.amedee@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170522&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170522,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170522,,,Comments,Livemap,,,,29.784722,-92.152222,0.04,2,,Residential,No,,,,,,,2017,,,,,,,,,,,,,,,,
2937,P20170070,,4/25/2017,5/15/2017,Upstream Exploration LLC,ERR,Plaquemines,Hogan,(225)219-9530,Mark.Hogan@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170070&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170070,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170070,,,Comments,Livemap,,,,29.442828,-89.530975,6.33,2,,Oil and Gas Facilities,Yes,"Propwash a channel and slip, install a foundation pad, and place a drilling rig and appurtenances on location for the purpose of drilling the Palmetto East Prospect",,,,,,2017,,,,,,,,,,,,,,,,
2936,P20170503,,6/16/2017,7/6/2017,"Gulf South Operators, Inc.",CUP,Assumption,Hester,(225)342-9410,Brad.Hester@la.gov,,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170503&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170503,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170503,,,Comments,Livemap,,,,30.0265999,-91.1220665,0.29,2,,Oil and Gas Facilities,Yes,,,,,,,2017,,,,,,,,,,,,,,,,
2935,MVN-2009-2142-EPP,1218566,6/19/2017,7/19/2017,"Woodland Borrow Pits, LLC",404,Plaquemines,Stephanie.l.Castaing,504 862 1564,Stephanie.l.Castaing@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1218566/mvn-2009-2142-epp/,,,,,,,,,,,29.58278,-89.81306,0.00,2,,Industrial Developments,No,"Proposed Drillsite, Drillsite Expansion, Structures, and Road Refurbishing for the H. Triche No. 1 Well",,,,,,2017,,,,,,,,,,,,,,,,
2934,MVK 2000-01263,1218362,6/19/2017,7/9/2017,City of Monroe,404,Ouachita,,,,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1218362/mvk-2000-01263/,,,,,,,,,,,32.53556,-92.0625,17.60,3,"mitigation is 51 acres of WMA, 3:1",Transportation Projects,No,aggregate material to construct a new 2.6 mile four lane roadway.,,,,,,2017,,,,,,,,,,,,,,,,
2933,MVN-2016-01494-CM,1218121,6/19/2017,7/10/2017,DR Horton Gulf Coast,404,Ascension,,,,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1218121/mvn-2016-01494-cm/,,,,,,,,,,,30.315055,-90.939082,1.37,2,,Residential Developments,No,,,,,,,2017,,,,,,,,,,,,,,,,
2932,MVN-2016-1496-CQ,1217108,6/19/2017,7/8/2017,"America Homeland, LLC",404,Ascension,Kenneth G Blanke,(504) 862-1217,Kenneth.G.Blanke@usace.army.mil,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2016_1496_PNall.pdf?ver=2017-06-16-142548-010,,,,,,,,,,,30.21443,-90.95668,8.82,2,,Commercial Developments,No,,,,,,,2017,,,,,,,,,,,,,,,,
2931,MVN-2014-1698-EBB,1216105,6/19/2017,7/9/2017,St. Tammany Parish at 21415 Koop Drive,404,St Tammany,Jennifer E Burkett,(504) 862-2045,jennifer.e.burkett@usace.army.mil,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2014_1698_PNall.pdf?ver=2017-06-15-210612-407,,,,,,,,,,,30.30603,-89.78269,13.03,2,,Drainage Projects,No,,,,,,,2017,,,,,,,,,,,,,,,,
2930,MVN-2009-01624-CA,1215250,6/19/2017,7/3/2017,LDWF rigs to reef,404,Lafourche,Dirreen.S.Arnold,(504) 862-2301,Dirreen.S.Arnold@usace.army.mil,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2009_01624_PNall.pdf?ver=2017-06-15-104922-873,,,,,,,,,,,28.6247978,-90.1475145,0.00,0,,Restoration Projects,Yes,,,,,,,2017,,,,,,,,,,,,,,,,
2929,MVN-2008-01032-CG,1211971,6/19/2017,7/18/2017,Plains All American Pipeline dock expansion,404,St James,Sandra G Gainey,(504) 862-1545,Sandra.G.Gainey@usace.army.mil,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/2008_01032_PNall.pdf?ver=2017-06-13-101225-300,,,,,,,,,,,30.00044,-90.836131,3.13,2,,Transportation Projects,Yes,,,,,,,2017,,,,,,,,,,,,,,,,
2928,MVN-2000-04361-WPP,,6/5/2017,6/26/2017,Vermilion Parish Police Jury shoreline protection,404,Vermilion,Johnny Duplantis,(504) 862-2574,Johnny.J.Duplantis@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1200786/mvn-2000-04361-wpp/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/MVN-2000-04361-WPP-PNALL.pdf?ver=2017-06-02-104616-733,,,,,,,1200786,,,29.832944,-91.990569,0.26,0,,Restoration Projects,No,footprint of breakwater,,,,,,2017,,,,,,,,,,,,,,,,
2927,MVN-1997-04474-CG,,6/12/2017,7/1/2017,R.W. Day and Associates increased subdivision,404,East Baton Rouge,Sandra G Gainey,(504) 862-1545,Sandra.G.Gainey@usace.army.mil,http://www.mvn.usace.army.mil/Missions/Regulatory/Public-Notices/Article/1209193/mvn-1997-04474-cg/,http://www.mvn.usace.army.mil/Portals/56/docs/regulatory/publicnotices/1997_04474_PNall.pdf?ver=2017-06-09-105204-063,,,,,,,1209193,,,30.364795,-91.137355,5.08,2,2508 linft,Recreational Developments,No,,,,,,,2017,,,,,,,,,,,,,,,,
2926,P20170145,,6/14/2017,7/4/2017,Barry P. Crochet,CUP,Assumption,Pecot,(225)342-0884,Jay.Pecot@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170145&pshow_appl_email=N,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application?pcup_num=P20170145&pline_id=3&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170145,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170145,,,Comments,Livemap,,,,29.983239,-91.197883,0.00,2,,Residential,No,bulkhead along Bayou Pierre Part,,,,,,2017,,,,,,,,,,,,,,,,
2925,P20170043,,6/14/2017,7/4/2017,Coastal Protection and Restoration Authority of Louisiana (CPRA),CUP,"Lafourche, Terrebonne",Wolfe,(225)342-0566,Amelia.Wolfe@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170043&pshow_appl_email=N,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application?pcup_num=P20170043&pline_id=4&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170043,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170043,,,Comments,Livemap,,29    4    1.823,-90    19    20.08,"29.069018, -90.317694",-90.02222222,"-1,612.90",0,East Timbalier Island TE 118,Restoration,No, East Timbalier Island and West Belle Headland,,,,,,2017,,,,,,,,,,,,,,,,
2924,P20170487,,6/14/2017,7/4/2017,Livingston Parish Government,CUP,Livingston,Wolfe,(225)342-0566,Amelia.Wolfe@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_bpel_show?pcrmoaa_seq_num=17416913,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170487&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170487,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170487,,,Comments,Livemap,,,,30.425224,-90.63893,314.77,4,comment with Tangipahoa,Drainage Project,No,"Desnagging three rivers in Livingston Parish         Blood River, Lizard Creek, and Poley Bayou",,,,,,2017,,,,,,,,,,,,,,,,
2923,C20170091,,6/14/2017,7/4/2017,COE-NOD,CON,Orleans,Harris,(225)342-7591,Jeff.Harris@la.gov,http://www.dnr.louisiana.gov/assets/OCM/PublicNotices/PN_2017/PN_06_14_17_con.pdf,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2922,C20170032 mod 01,,6/14/2017,7/4/2017,COE-NOD,CON,Cameron,Harris,(225)342-7591,Jeff.Harris@la.gov,http://www.dnr.louisiana.gov/assets/OCM/PublicNotices/PN_2017/PN_06_14_17_con.pdf,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2921,C20170104,,6/14/2017,7/4/2017,COE-NOD,CON,Orleans,Harris,(225)342-7591,Jeff.Harris@la.gov,http://www.dnr.louisiana.gov/assets/OCM/PublicNotices/PN_2017/PN_06_14_17_con.pdf,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2920,C20170103,,6/14/2017,7/4/2017,LOOP,CON,Lafourche,Harris,(225)342-7591,Jeff.Harris@la.gov,http://www.dnr.louisiana.gov/assets/OCM/PublicNotices/PN_2017/PN_06_14_17_con.pdf,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2919,P20120395,,6/13/2017,7/3/2017,Chevron Environmental Management Company,EXT,Lafourche,Hester,(225)342-9410,Brad.Hester@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20120395&pshow_appl_email=N,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application?pcup_num=P20120395&pline_id=8&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20120395,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20120395,,,Comments,Livemap,,,,29.103167,-90.161128,0.00,5,,Pipelines,Yes,remove / abandoned out-of-service decommissioned flowlines and pipelines,,,,,,2017,,,,,,,,,,,,,,,,
2918,P20170470,,6/10/2017,6/30/2017,City of Slidell,CUP,St Tammany,Williams,(225)342-1793,cornelius.williams@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170470&pshow_appl_email=N,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application?pcup_num=P20170470&pline_id=2&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170470,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170470,,,Comments,Livemap,,,,30.279397,-89.784081,0.20,2,,Marinas,No,renovate the existing Heritage Park Marina,,,,,,2017,,,,,,,,,,,,,,,,
2917,P20170432,,6/10/2017,6/30/2017,"Gulf South Pipeline Company, LP",CUP,Lafourche,Zachary,(225)342-6862,Andi.Zachary@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170432&pshow_appl_email=N,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application?pcup_num=P20170432&pline_id=3&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170432,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170432,,,Comments,Livemap,,,,29.634244,-90.513075,0.09,5,,Pipelines,Yes,Abandon and remove existing pipeline located in Lafourche Parish,,,,,,2017,,,,,,,,,,,,,,,,
2916,P20170379,,6/9/2017,6/29/2017,"Ingleside Plantation, L.L.C. M.B. Ingleside Tract",CUP,Assumption,Britton,(225)342-7941,Ed.Britton@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170379&pshow_appl_email=N,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application?pcup_num=P20170379&pline_id=6&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170379,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170379,,,Comments,Livemap,,,,29.901861,-90.960136,7.02,1,,Mitigation,No,Mitigation Bank - Ingleside Plantation tract,,,,,,2017,,,,,,,,,,,,,,,,
2915,P20170378,,6/9/2017,6/29/2017,"Ingleside Plantation, L.L.C. Mitigation Bank",CUP,Assumption,Britton,(225)342-7941,Ed.Britton@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170378&pshow_appl_email=N,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application?pcup_num=P20170378&pline_id=4&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170378,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170378,,,Comments,Livemap,,,,29.893044,-90.958942,3.31,1,,Mitigation,No,Live Oak Plantation Tract,,,,,,2017,,,,,,,,,,,,,,,,
2914,P20170471,,6/9/2017,6/29/2017,"TEXAS GAS TRANSMISSION, LLC",CUP,Cameron,Amedee,(225)342-3781,Vickie.amedee@la.gov,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application_his?pcup_num=P20170471&pshow_appl_email=N,http://sonlite.dnr.state.la.us/sundown/cart_prod/cart_crm_application?pcup_num=P20170471&pline_id=1&pshow_appl_email=N,http://sonris-www.dnr.state.la.us/sundown/cart_prod/cart_crm_view_cmnt?pcup_num=P20170471,http://sonris-www.dnr.state.la.us/gis/agsweb/IE/JSViewer/index.html?TemplateID=181&layer_type=CUP&filter_value=P20170471,,,Comments,Livemap,,,,29.77575,-92.993222,0.08,5,,Pipelines,Yes,abandon-in-place 2 parallel pipelines in Cameron Parish,,,,,,2017,,,,,,,,,,,,,,,,
2913,Special Public Notice,,6/8/2017,6/28/2017,BOEM/BSEE,CON,OCS,Harris,(225)342-7591,Jeff.Harris@la.gov,http://www.dnr.louisiana.gov/assets/OCM/PublicNotices/PN_2017/PN_05_31_17_con.pdf,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
2912,C20170091,,5/31/2017,6/20/2017,NMFS,CON,Offshore,Harris,(225)342-7591,Jeff.Harris@la.gov,http://www.dnr.louisiana.gov/assets/OCM/PublicNotices/PN_2017/PN_05_31_17_con.pdf,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,
